,name,addr,tel,etc
335,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
336,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
337,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
338,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
339,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
340,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
341,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
342,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
343,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
344,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
345,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
346,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
347,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
348,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
349,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
350,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,돼지석갈비
351,지선생쌈촌,청주시 상당구 영운천로 153번길 36,7333292,"영양돌솥밥정식, 우렁쌈밥, 삼겹쌈밥"
352,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
353,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,민물매운탕
354,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
355,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
356,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
357,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
358,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
359,향토식당,청주시 상당구 영운천로 153번길 36,8363060,자연산버섯찌개
360,산촌묵밥,청주시 상당구 영운천로 153번길 36,8381097,"연육, 도토리묵밥"
361,칠갑산가든,청주시 상당구 영운천로 153번길 36,8369881,"능이오리백숙, 자연산버섯찌개, 김치찌개, 된장찌개"
362,손두부촌 식당,청주시 상당구 영운천로 153번길 36,8368832,"두부전골, 청국장, 비지장, 순두부"
363,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
364,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
365,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
366,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
367,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
368,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
369,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
370,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
371,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
372,은행나무집,청주시 상당구 영운천로 153번길 36,5345255,"김치찌개, 선지해장국, 유황오리진흥구이"
373,진천숯불고기,청주시 상당구 영운천로 153번길 36,5345492,"육개장, 갈비탕, 숯불고기, 고전솥밥, 냉면"
374,육미마을,청주시 상당구 영운천로 153번길 36,5366692,"제육쌈밥, 갈비탕, 불고기"
375,북촌곰탕,청주시 상당구 영운천로 153번길 36,5328200,"곰탕, 꼬리곰탕, 도가니탕"
376,태령산곤드레밥집,청주시 상당구 영운천로 153번길 36,5362232,곤드레밥
377,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
378,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
379,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
380,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
381,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
382,풍성묵은지등갈비찜,청주시 상당구 영운천로 153번길 36,8342589,묵은지등갈비찜
383,삼미순대,청주시 상당구 영운천로 153번길 36,8333289,"순대국밥, 순대전골, 순대볶음"
384,우천생고기,청주시 상당구 영운천로 153번길 36,8322472,"고추장주물럭, 자연산버섯찌개, 김치찌개"
385,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
386,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
387,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
388,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
389,음성만남의광장,청주시 상당구 영운천로 153번길 36,8734051,황태구이정식
390,코다리아저씨,청주시 상당구 영운천로 153번길 36,8733200,꼬다리찜
391,중원오리골,청주시 상당구 영운천로 153번길 36,8829252,"오리훈제영양솥밥, 오리보양탕, 오리백숙"
392,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
393,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
394,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
395,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
396,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
397,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
398,고향집두부,청주시 상당구 영운천로 153번길 36,4210150,해물순두부
399,영상강가든,청주시 상당구 영운천로 153번길 36,4230573,"산채더덕정식, 민물매운탕, 올갱이해장국"
400,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
401,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
402,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
403,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
404,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
405,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
406,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
407,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
408,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
409,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
410,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
411,상록회관식당,청주시 상당구 영운천로 153번길 36,2547810,한정식
412,호정한정식,청주시 상당구 영운천로 153번길 36,2974567,한정식
413,소연재,청주시 상당구 영운천로 153번길 36,2846888,한정식
414,두레,청주시 상당구 영운천로 153번길 36,2603456,시골밥상
415,사리원,청주시 상당구 영운천로 153번길 36,2398878,불고기
416,장호식당,청주시 상당구 영운천로 153번길 36,2140255,짜글이찌개
417,25시가든,청주시 상당구 영운천로 153번길 36,2120300,된장찌개
418,꽃그린터퓨전한정식,청주시 상당구 영운천로 153번길 36,2670113,연잎돌솥밥
419,이석가마솥추어탕,청주시 상당구 영운천로 153번길 36,2125292,추어탕
420,장안수제숯불갈비,청주시 상당구 영운천로 153번길 36,2143607,집된장찌개
421,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
422,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
423,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
424,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
425,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
426,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
427,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
428,천년향,청주시 상당구 영운천로 153번길 36,8441009,약초체질밥
429,강계화청국장,청주시 상당구 영운천로 153번길 36,8555113,청국장
430,오리장터,청주시 상당구 영운천로 153번길 36,8529255,연잎밥정식
431,꼬마각시 금릉점,청주시 상당구 영운천로 153번길 36,8511297,돌솥영양밥
432,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
433,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
434,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
435,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
436,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
437,산아래,청주시 상당구 영운천로 153번길 36,6463233,친환경우렁쌈밥
438,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
439,황금들,청주시 상당구 영운천로 153번길 36,6451729,약초한정식
440,금왕,청주시 상당구 영운천로 153번길 36,6459100,올갱이해장국
441,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
442,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
443,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
444,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
445,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
446,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
447,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
448,제일식당,청주시 상당구 영운천로 153번길 36,5444353,청국장백반
449,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
450,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
451,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
452,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
453,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
454,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
455,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
456,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
457,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,돼지석갈비
458,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
459,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,민물매운탕
460,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
461,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
462,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
463,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
464,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
465,향토식당,청주시 상당구 영운천로 153번길 36,8363060,자연산버섯찌개
466,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
467,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
468,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
469,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
470,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
471,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
472,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
473,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
474,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
475,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
476,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
477,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
478,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
479,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
480,풍성묵은지등갈비찜,청주시 상당구 영운천로 153번길 36,8342589,묵은지등갈비찜
481,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
482,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
483,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
484,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
485,음성만남의광장,청주시 상당구 영운천로 153번길 36,8734051,황태구이정식
486,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
487,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
488,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
489,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
490,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
491,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
492,고향집두부,청주시 상당구 영운천로 153번길 36,4210150,해물순두부
493,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
494,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
495,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
496,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
497,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
498,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
499,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
500,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
501,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
502,우미정,청주시 상당구 영운천로 153번길 36,2112267,안창구이돌솥밥정식
503,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
504,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
505,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
506,상록회관식당,청주시 상당구 영운천로 153번길 36,2547810,한정식
507,호정한정식,청주시 상당구 영운천로 153번길 36,2974567,한정식
508,소연재,청주시 상당구 영운천로 153번길 36,2846888,한정식
509,두레,청주시 상당구 영운천로 153번길 36,2603456,시골밥상
510,사리원,청주시 상당구 영운천로 153번길 36,2398878,불고기
511,장호식당,청주시 상당구 영운천로 153번길 36,2140255,짜글이찌개
512,25시가든,청주시 상당구 영운천로 153번길 36,2120300,된장찌개
513,꽃그린터퓨전한정식,청주시 상당구 영운천로 153번길 36,2670113,연잎돌솥밥
514,이석가마솥추어탕,청주시 상당구 영운천로 153번길 36,2125292,추어탕
515,장안수제숯불갈비,청주시 상당구 영운천로 153번길 36,2143607,집된장찌개
516,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
517,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
518,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
519,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
520,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
521,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
522,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
523,천년향,청주시 상당구 영운천로 153번길 36,8441009,약초체질밥
524,강계화청국장,청주시 상당구 영운천로 153번길 36,8555113,청국장
525,오리장터,청주시 상당구 영운천로 153번길 36,8529255,연잎밥정식
526,꼬마각시 금릉점,청주시 상당구 영운천로 153번길 36,8511297,돌솥영양밥
527,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
528,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
529,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
530,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
531,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
532,산아래,청주시 상당구 영운천로 153번길 36,6463233,친환경우렁쌈밥
533,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
534,산마루,청주시 상당구 영운천로 153번길 36,6449119,곤드레밥상
535,황금들,청주시 상당구 영운천로 153번길 36,6451729,약초한정식
536,금왕,청주시 상당구 영운천로 153번길 36,6459100,올갱이해장국
537,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
538,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
539,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
540,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
541,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
542,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
543,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
544,제일식당,청주시 상당구 영운천로 153번길 36,5444353,청국장백반
545,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
546,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
547,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
548,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
549,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
550,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
551,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
552,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
553,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,돼지석갈비
554,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
555,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,민물매운탕
556,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
557,연가,청주시 상당구 영운천로 153번길 36,7443963,연잎밥
558,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
559,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
560,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
561,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
562,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
563,향토식당,청주시 상당구 영운천로 153번길 36,8363060,자연산버섯찌개
564,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
565,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
566,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
567,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
568,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
569,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
570,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
571,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
572,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
573,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
574,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
575,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
576,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
577,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
578,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
579,풍성묵은지등갈비찜,청주시 상당구 영운천로 153번길 36,8342589,묵은지등갈비찜
580,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
581,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
582,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
583,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
584,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
585,음성만남의광장,청주시 상당구 영운천로 153번길 36,8734051,황태구이정식
586,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
587,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
588,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
589,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
590,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
591,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
592,고향집두부,청주시 상당구 영운천로 153번길 36,4210150,해물순두부
593,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
594,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
595,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
596,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
597,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
598,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
599,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
600,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
601,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
602,우미정,청주시 상당구 영운천로 153번길 36,2112267,안창구이돌솥밥정식
603,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
604,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
605,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
606,상록회관식당,청주시 상당구 영운천로 153번길 36,2547810,한정식
607,호정한정식,청주시 상당구 영운천로 153번길 36,2974567,한정식
608,소연재,청주시 상당구 영운천로 153번길 36,2846888,한정식
609,두레,청주시 상당구 영운천로 153번길 36,2603456,시골밥상
610,사리원,청주시 상당구 영운천로 153번길 36,2398878,불고기
611,장호식당,청주시 상당구 영운천로 153번길 36,2140255,짜글이찌개
612,25시가든,청주시 상당구 영운천로 153번길 36,2120300,된장찌개
613,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
614,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
615,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
616,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
617,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
618,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
619,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
620,천년향,청주시 상당구 영운천로 153번길 36,8441009,약초체질밥
621,강계화청국장,청주시 상당구 영운천로 153번길 36,8555113,청국장
622,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
623,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
624,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
625,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
626,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
627,산아래,청주시 상당구 영운천로 153번길 36,6463233,친환경우렁쌈밥
628,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
629,산마루,청주시 상당구 영운천로 153번길 36,6449119,곤드레밥상
630,황금들,청주시 상당구 영운천로 153번길 36,6451729,약초한정식
631,금왕,청주시 상당구 영운천로 153번길 36,6459100,올갱이해장국
632,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
633,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
634,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
635,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
636,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
637,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
638,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
639,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
640,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
641,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
642,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
643,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
644,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
645,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
646,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
647,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,돼지석갈비
648,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
649,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,민물매운탕
650,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
651,연가,청주시 상당구 영운천로 153번길 36,7443963,연잎밥
652,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
653,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
654,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
655,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
656,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
657,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
658,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
659,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
660,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
661,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
662,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
663,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
664,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
665,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
666,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
667,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
668,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
669,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
670,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
671,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
672,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
673,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
674,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
675,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
676,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
677,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
678,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
679,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
680,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
681,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
682,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
683,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
684,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
685,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
686,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
687,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
688,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
689,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
690,미래지,청주시 상당구 영운천로 153번길 36,2562040,시골정식
691,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
692,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
